Id,Sales
35107,8393.81
34251,6274.387
33395,0.0
32539,6868.4663
31683,5706.134
30827,5584.348
29971,6100.364
29115,6533.2256
28259,6274.387
27403,0.0
26547,9975.777
25691,7775.4233
24835,7075.6865
23979,7538.476
23123,8393.81
22267,6274.387
21411,0.0
20555,6868.4663
19699,5706.134
18843,5584.348
17987,6100.364
17131,6533.2256
16275,6274.387
15419,0.0
14563,9562.432
13707,8236.615
12851,6617.8447
11995,6761.0815
11139,7176.75
10283,5373.8306
9427,0.0
8571,5769.9395
7715,5237.864
6859,5232.95
6003,5584.2573
5147,5848.7
4291,5373.8306
3435,0.0
2579,9275.942
1723,8236.615
867,6617.8447
11,6761.0815
40244,5751.691
39388,0.0
38532,10595.47
37676,9225.976
36820,8882.326
35964,8664.982
35108,9275.279
34252,5751.691
33396,0.0
32540,7772.732
31684,6875.08
30828,6857.443
29972,6781.2383
29116,6963.913
28260,5751.691
27404,0.0
26548,10595.47
25692,9225.976
24836,8882.326
23980,8664.982
23124,9275.279
22268,5751.691
21412,0.0
20556,7772.732
19700,6875.08
18844,6857.443
17988,6781.2383
17132,6963.913
16276,5751.691
15420,0.0
14564,10595.47
13708,9327.407
12852,8843.028
11996,8248.612
11140,8728.629
10284,5358.613
9428,0.0
8572,7892.297
7716,7226.881
6860,7141.1885
6004,6831.884
5148,6643.1226
4292,5358.613
3436,0.0
2580,11060.964
1724,9933.575
868,9097.716
12,8431.876
40245,4964.059
39389,0.0
38533,9554.29
37677,7868.1025
36821,7160.5454
35965,7420.936
35109,7567.602
34253,4964.059
33397,0.0
32541,6555.291
31685,5562.8594
30829,6254.7944
29973,6491.1494
29117,7574.845
28261,4964.059
27405,0.0
26549,10331.461
25693,8426.063
24837,7821.122
23981,7750.937
23125,7781.2695
22269,4964.059
21413,0.0
20557,6960.719
19701,6070.268
18845,6254.7944
17989,6491.1494
17133,7574.845
16277,4964.059
15421,0.0
14565,10331.461
13709,8573.591
12853,7491.963
11997,7512.091
11141,7588.657
10285,4459.7974
9429,0.0
8573,6510.2964
7717,5876.5425
6861,5838.1323
6005,6049.0444
5149,6381.55
4293,4459.7974
3437,0.0
2581,10123.548
1725,8573.591
869,7491.963
13,7512.091
40246,6307.979
39390,0.0
38534,10968.873
37678,9654.643
36822,8418.962
35966,9172.69
35110,8789.087
34254,6307.979
33398,0.0
32542,9861.491
31686,8721.272
30830,8428.668
29974,9103.506
29118,7760.361
28262,0.0
27406,0.0
26550,10968.873
25694,9654.643
24838,8418.962
23982,9172.69
23126,8789.087
22270,6307.979
21414,0.0
20558,9861.491
19702,8721.272
18846,8428.668
17990,9103.506
17134,7760.361
16278,6307.979
15422,0.0
14566,10968.873
13710,9491.194
12854,8619.384
11998,9234.85
11142,8601.227
10286,6115.832
9430,0.0
8574,10114.968
7718,8677.537
6862,8493.243
6006,9133.789
5150,7671.9946
4294,6115.832
3438,0.0
2582,11044.456
1726,10520.722
870,8894.619
14,9641.162
40247,5296.6616
39391,0.0
38535,8044.2407
37679,7706.442
36823,5627.349
35967,5971.9478
35111,7077.178
34255,5296.6616
33399,0.0
32543,4270.2305
31687,4392.797
30831,3702.7112
29975,3744.1042
29119,4546.0527
28263,5296.6616
27407,0.0
26551,8044.2407
25695,7706.442
24839,5627.349
23983,5971.9478
23127,7077.178
22271,5296.6616
21415,0.0
20559,4270.2305
19703,4392.797
18847,3702.7112
17991,3744.1042
17135,4546.0527
16279,5296.6616
15423,0.0
14567,8044.2407
13711,7487.5977
12855,5354.2495
11999,5616.41
11143,7242.179
10287,5169.684
9431,0.0
8575,4223.824
7719,4454.64
6863,3710.1501
6007,3733.939
5151,4437.8027
4295,5169.684
3439,0.0
2583,9055.47
1727,7742.72
871,5716.157
15,5895.845
40248,3729.048
39392,0.0
38536,6110.8813
37680,5187.5806
36824,4658.6665
35968,4618.2
35112,5442.8535
34256,3729.048
33400,0.0
32544,4095.1094
31688,3670.0356
30832,3624.0085
29976,3828.9336
29120,3973.5935
28264,0.0
27408,0.0
26552,6110.8813
25696,5187.5806
24840,4658.6665
23984,4618.2
23128,5442.8535
22272,3729.048
21416,0.0
20560,4095.1094
19704,3670.0356
18848,3624.0085
17992,3828.9336
17136,3973.5935
16280,3729.048
15424,0.0
14568,6110.8813
13712,5302.1006
12856,4652.2983
12000,4564.4067
11144,5474.38
10288,3357.502
9432,0.0
8576,3952.8987
7720,3738.223
6864,3637.2908
6008,3740.174
5152,3755.8518
4296,3357.502
3440,0.0
2584,6194.6616
1728,5910.0396
872,4967.1235
16,4861.8354
40249,4408.736
39393,0.0
38537,8219.593
37681,6117.658
36825,5655.9883
35969,5706.9067
35113,6237.933
34257,4408.736
33401,0.0
32545,4681.519
31689,4017.3547
30833,4005.317
29977,4235.505
29121,4780.2983
28265,4408.736
27409,0.0
26553,8219.593
25697,6117.658
24841,5655.9883
23985,5706.9067
23129,6237.933
22273,4408.736
21417,0.0
20561,4681.519
19705,4017.3547
18849,4005.317
17993,4235.505
17137,4780.2983
16281,4408.736
15425,0.0
14569,8219.593
13713,6390.632
12857,5777.4185
12001,5685.066
11145,6066.7837
10289,4102.601
9433,0.0
8577,4650.639
7721,3912.8464
6865,4108.977
6009,4272.227
5153,4496.7954
4297,4102.601
3441,0.0
2585,8456.126
1729,6525.833
873,5800.2
17,5692.706
40250,8101.7593
39394,0.0
38538,14076.323
37682,11720.597
36826,10382.323
35970,10218.869
35114,11056.935
34258,8101.7593
33402,0.0
32546,9362.998
31690,8428.748
30834,8693.169
29978,8397.942
29122,9665.1
28266,8101.7593
27410,0.0
26554,14359.902
25698,11900.134
24842,10826.687
23986,10055.005
23130,10487.33
22274,8101.7593
21418,0.0
20562,9230.042
19706,8132.146
18850,8693.169
17994,8397.942
17138,9665.1
16282,8101.7593
15426,0.0
14570,14359.902
13714,12786.879
12858,10740.97
12002,9920.935
11146,10248.385
10290,7420.0796
9434,0.0
8578,8878.616
7722,8294.828
6866,8349.455
6010,7896.83
5154,8128.827
4298,7420.0796
3442,0.0
2586,15149.44
1730,12786.879
874,10740.97
18,9920.935
40251,8462.629
39395,0.0
38539,13470.894
37683,12151.238
36827,10786.768
35971,11084.8955
35115,11047.511
34259,8462.629
33403,0.0
32547,10938.252
31691,9321.9375
30835,9661.763
29979,10148.828
29123,11061.186
28267,8462.629
27411,0.0
26555,14587.5
25699,12184.092
24843,11886.113
23987,11775.77
23131,10706.757
22275,8462.629
21419,0.0
20563,11321.898
19707,9224.075
18851,9661.763
17995,10148.828
17139,11061.186
16283,8462.629
15427,0.0
14571,14587.5
13715,12509.294
12859,11713.6455
12003,11603.642
11147,10575.358
10291,8123.324
9435,0.0
8579,10708.422
7723,9130.4795
6867,9067.302
6011,9413.616
5155,9084.467
4299,8123.324
3443,0.0
2587,14272.245
1731,12509.294
875,11713.6455
19,11603.642
40252,7109.0977
39396,0.0
38540,11526.848
37684,11309.379
36828,9361.757
35972,9059.21
35116,9402.06
34260,7109.0977
33404,0.0
32548,7591.756
31692,7602.574
30836,7315.0874
29980,7214.2295
29124,7732.6465
28268,7109.0977
27412,0.0
26556,12726.059
25700,11265.811
24844,9801.647
23988,9125.665
23132,8774.061
22276,7109.0977
21420,0.0
20564,7456.5107
19708,7329.272
18852,7315.0874
17996,7214.2295
17140,7732.6465
16284,7109.0977
15428,0.0
14572,12726.059
13716,12671.848
12860,9949.268
12004,9150.6875
11148,8659.067
10292,6220.0083
9436,0.0
8580,7298.626
7724,7340.5566
6868,6951.9478
6012,6670.9146
5156,6374.3413
4300,6220.0083
3444,0.0
2588,13100.651
1732,12671.848
876,9949.268
20,9150.6875
40253,8091.427
39397,0.0
38541,12308.389
37685,8806.532
36829,8233.614
35973,7870.1064
35117,8307.053
34261,8091.427
33405,0.0
32549,7065.4155
31693,6143.469
30837,6659.605
29981,6800.158
29125,7905.579
28269,8091.427
27413,0.0
26557,13250.539
25701,9560.498
24845,8902.529
23989,8207.458
23133,8326.272
22277,8091.427
21421,0.0
20565,7236.1514
19709,6366.946
18853,6659.605
17997,6800.158
17141,7905.579
16285,8091.427
15429,0.0
14573,13250.539
13717,9749.705
12861,8554.698
12005,8050.8037
11149,8226.723
10293,7577.649
9437,0.0
8581,6898.688
7725,6098.8916
6869,6392.571
6013,6428.5054
5157,6734.7705
4301,7577.649
3445,0.0
2589,13021.661
1733,9749.705
877,8554.698
21,8050.8037
40254,3426.1897
39398,0.0
38542,5506.0312
37686,5539.6616
36830,4600.6875
35974,4698.4697
35118,3861.303
34262,3426.1897
33406,0.0
32550,3930.9912
31694,3691.2424
30838,3582.7466
29982,3643.1143
29126,3240.674
28270,3426.1897
27414,0.0
26558,5495.27
25702,5527.8384
24846,4636.624
23990,4600.5425
23134,3780.8423
22278,3426.1897
21422,0.0
20566,3337.7883
19710,3487.8706
18854,3582.7466
17998,3643.1143
17142,3240.674
16286,3426.1897
15430,0.0
14574,5495.27
13718,5698.432
12862,4227.4966
12006,4406.697
11150,3484.412
10294,3043.1848
9438,0.0
8582,3383.2847
7726,3458.456
6870,3196.8633
6014,3337.6643
5158,2677.2646
4302,3043.1848
3446,0.0
2590,5406.8804
1734,5698.432
878,4227.4966
22,4406.697
40255,5890.8364
39399,0.0
38543,7656.431
37687,6161.297
36831,5948.4233
35975,6024.36
35119,6648.403
34263,5890.8364
33407,0.0
32551,5508.8735
31695,4664.9365
30839,4624.548
29983,5031.586
29127,5744.3223
28271,5890.8364
27415,0.0
26559,7656.431
25703,6161.297
24847,5948.4233
23991,6024.36
23135,6648.403
22279,5890.8364
21423,0.0
20567,5508.8735
19711,4664.9365
18855,4624.548
17999,5031.586
17143,5744.3223
16287,5890.8364
15431,0.0
14575,7777.7676
13719,6616.5254
12863,5996.7153
12007,5897.015
11151,6470.028
10295,5289.699
9439,0.0
8583,5154.71
7727,4459.3296
6871,4722.085
6015,4968.062
5159,5481.3296
4303,5289.699
3447,0.0
2591,7653.036
1735,6616.5254
879,5996.7153
23,5897.015
40256,2637.2397
39400,0.0
38544,5549.2925
37688,4737.2075
36832,4519.949
35976,4515.915
35120,4690.405
34264,0.0
33408,0.0
32552,3983.5066
31696,3608.2993
30840,3626.983
29984,3492.119
29128,3520.2007
28272,0.0
27416,0.0
26560,5549.2925
25704,4737.2075
24848,4519.949
23992,4515.915
23136,4690.405
22280,2637.2397
21424,0.0
20568,3983.5066
19712,3608.2993
18856,3626.983
18000,3492.119
17144,3520.2007
16288,2637.2397
15432,0.0
14576,5549.2925
13720,4853.3657
12864,4540.025
12008,4601.842
11152,4932.8213
10296,2313.9387
9440,0.0
8584,4048.1335
7728,3674.183
6872,3589.89
6016,3478.3975
5160,3382.4778
4304,2313.9387
3448,0.0
2592,5851.3564
1736,5374.43
880,4528.235
24,4574.929
40257,8842.943
39401,0.0
38545,10331.619
37689,8853.645
36833,8107.2476
35977,8194.755
35121,8676.577
34265,8842.943
33409,0.0
32553,8166.042
31697,6636.6055
30841,6927.5625
29985,7071.9893
29129,8269.944
28273,8842.943
27417,0.0
26561,11151.616
25705,9563.17
24849,9135.453
23993,8619.03
23137,8714.554
22281,8842.943
21425,0.0
20569,8808.288
19713,6937.785
18857,6927.5625
18001,7071.9893
17145,8269.944
16289,8842.943
15433,0.0
14577,11151.616
13721,9456.2705
12865,8611.988
12009,8305.278
11153,8324.717
10297,8053.8447
9441,0.0
8585,7651.788
7729,6431.0938
6873,6328.59
6017,6463.286
5161,7212.764
4305,8053.8447
3449,0.0
2593,10737.006
1737,9456.2705
881,8611.988
25,8305.278
40258,9108.248
39402,0.0
38546,16230.589
37690,12921.8955
36834,10512.437
35978,11347.486
35122,11924.766
34266,9108.248
33410,0.0
32554,9285.325
31698,8485.462
30842,8941.128
29986,9141.319
29130,10486.81
28274,9108.248
27418,0.0
26562,17015.19
25706,12832.535
24850,11580.214
23994,11706.476
23138,11221.906
22282,9108.248
21426,0.0
20570,10012.419
19714,8578.704
18858,8941.128
18002,9141.319
17146,10486.81
16290,9108.248
15434,0.0
14578,17015.19
13722,14339.853
12866,12081.371
12010,12031.248
11154,11672.327
10298,8330.594
9442,0.0
8586,9888.4
7730,8494.888
6874,8751.545
6018,8694.404
5162,9088.939
4306,8330.594
3450,0.0
2594,18263.588
1738,14339.853
882,12081.371
26,12031.248
40259,10175.512
39403,0.0
38547,10857.14
37691,9778.994
36835,9918.144
35979,9282.669
35123,10144.087
34267,10175.512
33411,0.0
32555,9643.13
31699,8534.015
30843,8378.444
29987,8443.537
29131,8724.209
28275,0.0
27419,0.0
26563,10857.14
25707,9778.994
24851,9918.144
23995,9282.669
23139,10144.087
22283,10175.512
21427,0.0
20571,9643.13
19715,8534.015
18859,8378.444
18003,8443.537
17147,8724.209
16291,10175.512
15435,0.0
14579,10857.14
13723,9895.844
12867,10072.503
12011,9150.47
11155,9930.923
10299,9371.593
9443,0.0
8587,9758.915
7731,8869.035
6875,8590.675
6019,8473.12
5163,8355.127
4307,9371.593
3451,0.0
2595,10656.186
1739,10839.333
883,9978.062
27,9440.203
40260,6245.155
39404,0.0
38548,9509.688
37692,6991.68
36836,6101.068
35980,5653.3833
35124,6192.3696
34268,6245.155
33412,0.0
32556,4725.478
31700,4242.095
30844,4354.1826
29988,4491.9937
29132,5452.0454
28276,6245.155
27420,0.0
26564,9641.888
25708,7116.9746
24852,6404.374
23996,5881.2026
23140,6163.307
22284,6245.155
21428,0.0
20572,4860.9917
19716,4067.5068
18860,4354.1826
18004,4491.9937
17148,5452.0454
16292,6245.155
15436,0.0
14580,9641.888
13724,7599.783
12868,6402.218
12012,5944.3228
11156,6094.1294
10300,5961.055
9444,0.0
8588,4663.6904
7732,4114.9233
6876,4250.18
6020,4375.446
5164,4793.897
4308,5961.055
3452,0.0
2596,9535.291
1740,7599.783
884,6402.218
28,5944.3228
40261,3130.8088
39405,0.0
38549,7744.2197
37693,6316.6973
36837,5737.691
35981,5339.8105
35125,5475.4297
34269,3130.8088
33413,0.0
32557,4628.1665
31701,3964.885
30845,4215.239
29989,4120.5483
29133,4516.751
28277,3130.8088
27421,0.0
26565,8230.058
25709,6463.5205
24853,5966.1064
23997,5404.545
23141,5327.9053
22285,3130.8088
21429,0.0
20573,4448.347
19717,3821.4932
18861,4215.239
18005,4120.5483
17149,4516.751
16293,3130.8088
15437,0.0
14581,8230.058
13725,6877.303
12869,5698.4214
12013,5218.345
11157,5089.6753
10301,2704.7769
9445,0.0
8589,4444.496
7733,3920.1692
6877,3947.1184
6021,3816.3677
5165,3561.9453
4309,2704.7769
3453,0.0
2597,8213.825
1741,6877.303
885,5698.4214
29,5218.345
40262,5101.7783
39406,0.0
38550,5139.319
37694,5233.8286
36838,4647.4326
35982,4760.559
35126,4654.4243
34270,5101.7783
33414,0.0
32558,4164.616
31702,4072.5073
30846,3762.5576
29990,4156.0996
29134,4298.409
28278,5101.7783
27422,0.0
26566,5363.87
25710,5223.51
24854,4756.592
23998,4885.5493
23142,4562.948
22286,5101.7783
21430,0.0
20574,4036.215
19718,3623.3208
18862,3762.5576
18006,4156.0996
17150,4298.409
16294,5101.7783
15438,0.0
14582,5363.87
13726,5375.9683
12870,4376.7104
12014,4582.7515
11158,4334.883
10302,4823.749
9446,0.0
8590,3849.1118
7734,3675.75
6878,3518.9248
6022,3850.162
5166,3598.4614
4310,4823.749
3454,0.0
2598,5135.6045
1742,5375.9683
886,4376.7104
30,4582.7515
40263,6192.3696
39407,0.0
38551,8718.254
37695,6626.359
36839,6143.7446
35983,6257.3604
35127,6912.4937
34271,6192.3696
33415,0.0
32559,6071.3047
31703,5186.2593
30847,5263.8584
29991,5680.534
29135,6327.9985
28279,0.0
27423,0.0
26567,8718.254
25711,6626.359
24855,6143.7446
23999,6257.3604
23143,6912.4937
22287,6192.3696
21431,0.0
20575,6071.3047
19719,5186.2593
18863,5263.8584
18007,5680.534
17151,6327.9985
16295,6192.3696
15439,0.0
14583,8718.254
13727,6314.9683
12871,5896.7114
12015,5802.1704
11159,6329.6465
10303,5584.6943
9447,0.0
8591,5386.7837
7735,4630.5864
6879,4799.3047
6023,5055.12
5167,5376.6504
4311,5584.6943
3455,0.0
2599,8166.8213
1743,6395.309
887,5557.6406
31,5584.934
40264,8004.2593
39408,0.0
38552,13646.827
37696,11522.209
36840,11392.696
35984,10711.108
35128,10837.523
34272,8004.2593
33416,0.0
32560,9312.775
31704,8595.3545
30848,8927.886
29992,8538.916
29136,9628.572
28280,8004.2593
27424,0.0
26568,13867.369
25712,11524.562
24856,11672.505
24000,10814.776
23144,10506.772
22288,8004.2593
21432,0.0
20576,8713.49
19720,7973.217
18864,8927.886
18008,8538.916
17152,9628.572
16296,8004.2593
15440,0.0
14584,13867.369
13728,12622.6455
12872,11000.555
12016,10347.832
11160,10093.131
10304,7161.959
9448,0.0
8592,8115.998
7736,7891.025
6880,8277.607
6024,7891.1377
5168,7955.138
4312,7161.959
3456,0.0
2600,14137.526
1744,12622.6455
888,11000.555
32,10347.832
40265,4173.345
39409,0.0
38553,9053.354
37697,7179.4204
36841,6268.9917
35985,6413.9653
35129,7154.8994
34273,4173.345
33417,0.0
32561,6182.9146
31705,4992.241
30849,5254.332
29993,5359.2725
29137,5926.749
28281,4173.345
27425,0.0
26569,9236.674
25713,7274.253
24857,6349.3525
24001,6475.263
23145,7069.46
22289,4173.345
21433,0.0
20577,6082.399
19721,4755.9746
18865,5254.332
18009,5359.2725
17153,5926.749
16297,4173.345
15441,0.0
14585,9236.674
13729,8797.181
12873,6530.372
12017,6721.7363
11161,7074.9917
10305,4098.521
9449,0.0
8593,5972.6943
7737,5076.2065
6881,5271.8125
6025,5312.078
5169,5343.6934
4313,4098.521
3457,0.0
2601,9651.898
1745,8797.181
889,6530.372
33,6721.7363
40266,5982.9517
39410,0.0
38554,7059.6226
37698,5414.8545
36842,5151.476
35986,5454.979
35130,5990.884
34274,5982.9517
33418,0.0
32562,4452.648
31706,3648.4006
30850,3740.9412
29994,4281.6597
29138,4959.208
28282,5982.9517
27426,0.0
26570,7059.6226
25714,5414.8545
24858,5151.476
24002,5454.979
23146,5990.884
22290,5982.9517
21434,0.0
20578,4452.648
19722,3648.4006
18866,3740.9412
18010,4281.6597
17154,4959.208
16298,5982.9517
15442,0.0
14586,7059.6226
13730,5558.9077
12874,5348.946
12018,5576.8105
11162,5974.569
10306,5684.144
9450,0.0
8594,4291.2686
7738,3655.4934
6882,3874.571
6026,4199.6587
5170,4697.8784
4314,5684.144
3458,0.0
2602,7088.8115
1746,5736.8643
890,5236.675
34,5452.8257
40267,5155.6885
39411,0.0
38555,8171.7847
37699,6292.205
36843,5536.9517
35987,5731.3677
35131,6227.084
34275,5155.6885
33419,0.0
32563,4663.922
31707,3936.4172
30851,3931.2913
29995,4159.6616
29139,4478.867
28283,0.0
27427,0.0
26571,8171.7847
25715,6292.205
24859,5536.9517
24003,5731.3677
23147,6227.084
22291,5155.6885
21435,0.0
20579,4663.922
19723,3936.4172
18867,3931.2913
18011,4159.6616
17155,4478.867
16299,5155.6885
15443,0.0
14587,8171.7847
13731,6513.725
12875,5365.159
12019,5435.673
11163,5996.006
10307,4900.915
9451,0.0
8595,4340.746
7739,3775.8252
6883,3757.8086
6027,3842.347
5171,3978.49
4315,4900.915
3459,0.0
2603,8331.19
1747,6490.3384
891,5215.1606
35,5253.2397
40268,6461.505
39412,0.0
38556,9710.569
37700,8652.975
36844,8411.032
35988,7720.5015
35132,8458.885
34276,6461.505
33420,0.0
32564,7510.579
31708,6625.0317
30852,6583.997
29996,6285.115
29140,6429.8545
28284,6461.505
27428,0.0
26572,9710.569
25716,8652.975
24860,8411.032
24004,7720.5015
23148,8458.885
22292,6461.505
21436,0.0
20580,7510.579
19724,6625.0317
18868,6583.997
18012,7117.1987
17156,7237.7183
16300,6461.505
15444,0.0
14588,10376.968
13732,9770.361
12876,8475.554
12020,8089.073
11164,7961.3853
10308,5770.633
9452,0.0
8596,6953.579
